id,name,brand,address,city,state,zip_code,latitude,longitude,phone,hours,features
326,Taco Bell #326,Taco Bell,8682 Oak Ave,Atlanta,GA,30343,33.732501,-84.395068,(309) 842-2262,11:00 AM - 11:00 PM,"drive-thru,dine-in"
327,Pizza Hut #327,Pizza Hut,9387 Washington Ave,Miami,FL,33157,25.762778,-80.236256,(332) 461-2685,7:00 AM - 10:00 PM,"dine-in,delivery,takeout"
328,Habit Burger #328,Habit Burger,301 Highland Dr,Minneapolis,MN,55415,45.001878,-93.314743,(557) 572-7274,10:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
329,KFC #329,KFC,9158 Industrial Pkwy,Tampa,FL,33693,27.993716,-82.421451,(336) 429-6272,9:00 AM - 11:00 PM,dine-in
330,Taco Bell #330,Taco Bell,1376 Pine St,Detroit,MI,48257,42.372985,-83.063806,(481) 714-1862,10:00 AM - 10:00 PM,"dine-in,delivery,takeout"
331,Pizza Hut #331,Pizza Hut,6668 Oak Ave,Los Angeles,CA,90069,34.082634,-118.195559,(904) 992-6090,6:00 AM - 12:00 AM,"dine-in,takeout"
332,Habit Burger #332,Habit Burger,3387 Lincoln Ave,New York,NY,10082,40.718109,-74.055203,(104) 957-4974,11:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
333,KFC #333,KFC,3301 Hillcrest Ave,Chicago,IL,60679,41.887269,-87.630464,(603) 354-1104,8:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
334,Taco Bell #334,Taco Bell,257 Central Ave,Houston,TX,77010,29.7337,-95.385158,(776) 955-6038,7:00 AM - 10:00 PM,"dine-in,delivery,takeout"
335,Pizza Hut #335,Pizza Hut,8161 Broadway,Phoenix,AZ,85028,33.451381,-112.100183,(854) 295-1719,9:00 AM - 11:00 PM,dine-in
336,Habit Burger #336,Habit Burger,1491 Pine St,Philadelphia,PA,19122,39.972685,-75.177951,(198) 336-7461,7:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
337,KFC #337,KFC,3979 Lincoln Ave,San Antonio,TX,78243,29.417598,-98.447178,(785) 602-6345,6:00 AM - 12:00 AM,"drive-thru,dine-in"
338,Taco Bell #338,Taco Bell,3421 Park Blvd,San Diego,CA,92184,32.692896,-117.203631,(921) 359-2731,10:00 AM - 10:00 PM,"drive-thru,dine-in"
339,Pizza Hut #339,Pizza Hut,8880 1st Ave,Dallas,TX,75236,32.773306,-96.806349,(757) 515-8591,10:00 AM - 12:00 AM,"dine-in,takeout"
340,Habit Burger #340,Habit Burger,5084 University Ave,San Jose,CA,95199,37.297242,-121.85554,(959) 241-4522,6:00 AM - 12:00 AM,"drive-thru,dine-in,takeout"
341,KFC #341,KFC,5928 2nd St,Austin,TX,78775,30.226321,-97.768278,(780) 893-5896,10:00 AM - 12:00 AM,"drive-thru,dine-in,takeout"
342,Taco Bell #342,Taco Bell,7508 Cedar Ln,Jacksonville,FL,32280,30.285308,-81.665261,(323) 296-8570,7:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
343,Pizza Hut #343,Pizza Hut,3741 Park Blvd,Fort Worth,TX,76135,32.717645,-97.374633,(766) 581-2376,10:00 AM - 12:00 AM,"dine-in,takeout"
344,Habit Burger #344,Habit Burger,7365 Industrial Pkwy,Columbus,OH,43226,39.91338,-83.042353,(431) 539-3007,6:00 AM - 11:00 PM,"drive-thru,dine-in"
345,KFC #345,KFC,7196 University Ave,Charlotte,NC,28260,35.182164,-80.800687,(287) 230-7270,8:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
346,Taco Bell #346,Taco Bell,4605 Sunset Blvd,Indianapolis,IN,46267,39.753794,-86.11727,(462) 235-5026,10:00 AM - 12:00 AM,"drive-thru,dine-in"
347,Pizza Hut #347,Pizza Hut,1099 Oak Ave,San Francisco,CA,94145,37.766099,-122.414331,(946) 340-7868,9:00 AM - 11:00 PM,"dine-in,delivery,takeout"
348,Habit Burger #348,Habit Burger,419 2nd St,Seattle,WA,98155,47.619275,-122.301883,(987) 757-8940,6:00 AM - 12:00 AM,"dine-in,takeout,delivery,drive-thru"
349,KFC #349,KFC,5324 Lake Rd,Denver,CO,80238,39.728038,-105.022318,(800) 997-5602,6:00 AM - 11:00 PM,"drive-thru,dine-in"
350,Taco Bell #350,Taco Bell,3913 Washington Ave,Nashville,TN,37222,36.165643,-86.754916,(373) 872-4951,10:00 AM - 12:00 AM,"drive-thru,dine-in,delivery"
351,Pizza Hut #351,Pizza Hut,9532 College St,Oklahoma City,OK,73159,35.494005,-97.47162,(735) 377-3885,9:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
352,Habit Burger #352,Habit Burger,9792 Main St,Las Vegas,NV,89199,36.200521,-115.120037,(895) 781-3328,9:00 AM - 11:00 PM,"drive-thru,dine-in"
353,KFC #353,KFC,721 Oak Ave,Portland,OR,97217,45.519412,-122.710844,(973) 816-4584,6:00 AM - 11:00 PM,"drive-thru,dine-in"
354,Taco Bell #354,Taco Bell,3400 Industrial Pkwy,Memphis,TN,38126,35.099568,-90.00721,(385) 934-3907,6:00 AM - 12:00 AM,"drive-thru,dine-in,delivery"
355,Pizza Hut #355,Pizza Hut,2420 Commerce Blvd,Louisville,KY,40224,38.204891,-85.749839,(408) 573-2188,6:00 AM - 12:00 AM,dine-in
356,Habit Burger #356,Habit Burger,5385 Park Blvd,Atlanta,GA,30330,33.757602,-84.404344,(306) 854-8982,6:00 AM - 12:00 AM,"drive-thru,dine-in,takeout"
357,KFC #357,KFC,5946 Highland Dr,Miami,FL,33195,25.782418,-80.185602,(339) 379-7199,10:00 AM - 12:00 AM,"drive-thru,takeout"
358,Taco Bell #358,Taco Bell,9485 2nd St,Minneapolis,MN,55482,44.940535,-93.242117,(550) 386-6213,9:00 AM - 11:00 PM,"dine-in,takeout"
359,Pizza Hut #359,Pizza Hut,1374 Highland Dr,Tampa,FL,33654,27.994269,-82.493136,(335) 371-2453,6:00 AM - 12:00 AM,"drive-thru,dine-in"
360,Habit Burger #360,Habit Burger,1210 1st Ave,Detroit,MI,48242,42.28254,-83.074832,(481) 937-1020,6:00 AM - 11:00 PM,dine-in
361,KFC #361,KFC,2825 Airport Rd,Los Angeles,CA,90062,34.046022,-118.251735,(907) 587-6754,24 Hours,dine-in
362,Taco Bell #362,Taco Bell,9570 River Rd,New York,NY,10097,40.672943,-74.008051,(103) 366-8393,7:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
363,Pizza Hut #363,Pizza Hut,1815 Oak Ave,Chicago,IL,60653,41.857591,-87.647928,(602) 584-3636,7:00 AM - 10:00 PM,"dine-in,takeout"
364,Habit Burger #364,Habit Burger,8009 Valley View Dr,Houston,TX,77013,29.744195,-95.321272,(776) 869-3703,8:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
365,KFC #365,KFC,3212 3rd Ave,Phoenix,AZ,85099,33.403756,-112.090891,(858) 939-9849,10:00 AM - 12:00 AM,"drive-thru,takeout"
366,Taco Bell #366,Taco Bell,6537 Pine St,Philadelphia,PA,19180,39.93234,-75.205608,(197) 357-1893,6:00 AM - 12:00 AM,"drive-thru,dine-in,delivery"
367,Pizza Hut #367,Pizza Hut,9933 5th Ave,San Antonio,TX,78235,29.416861,-98.514145,(781) 226-4390,10:00 AM - 10:00 PM,"drive-thru,takeout"
368,Habit Burger #368,Habit Burger,1992 Lincoln Ave,San Diego,CA,92160,32.763406,-117.163743,(927) 700-5341,7:00 AM - 10:00 PM,dine-in
369,KFC #369,KFC,6152 Washington Ave,Dallas,TX,75267,32.745188,-96.758451,(750) 469-8204,11:00 AM - 11:00 PM,"drive-thru,takeout"
370,Taco Bell #370,Taco Bell,1109 Park Blvd,San Jose,CA,95199,37.310824,-121.909444,(951) 287-6632,24 Hours,dine-in
371,Pizza Hut #371,Pizza Hut,9170 Broadway,Austin,TX,78759,30.314271,-97.734127,(788) 628-9773,11:00 AM - 11:00 PM,"dine-in,delivery,takeout"
372,Habit Burger #372,Habit Burger,668 Maple Dr,Jacksonville,FL,32283,30.329826,-81.697804,(328) 785-3415,7:00 AM - 10:00 PM,"drive-thru,dine-in"
373,KFC #373,KFC,3571 Industrial Pkwy,Fort Worth,TX,76134,32.722788,-97.282363,(762) 243-7936,7:00 AM - 10:00 PM,dine-in
374,Taco Bell #374,Taco Bell,2522 University Ave,Columbus,OH,43286,39.931392,-82.966544,(434) 527-2097,7:00 AM - 10:00 PM,dine-in
375,Pizza Hut #375,Pizza Hut,4625 Maple Dr,Charlotte,NC,28268,35.232736,-80.837895,(280) 917-9561,8:00 AM - 10:00 PM,"dine-in,takeout"
376,Habit Burger #376,Habit Burger,9732 Pine St,Indianapolis,IN,46222,39.759844,-86.19328,(461) 776-2654,10:00 AM - 12:00 AM,"dine-in,takeout,delivery,drive-thru"
377,KFC #377,KFC,8055 Pine St,San Francisco,CA,94187,37.812689,-122.442986,(947) 238-3821,10:00 AM - 12:00 AM,dine-in
378,Taco Bell #378,Taco Bell,6681 Broadway,Seattle,WA,98160,47.570585,-122.321234,(985) 907-4892,6:00 AM - 11:00 PM,"drive-thru,dine-in"
379,Pizza Hut #379,Pizza Hut,431 Central Ave,Denver,CO,80248,39.781283,-104.950597,(804) 487-9054,7:00 AM - 10:00 PM,"dine-in,delivery,takeout"
380,Habit Burger #380,Habit Burger,7359 Commerce Blvd,Nashville,TN,37251,36.126139,-86.734178,(374) 946-7828,7:00 AM - 10:00 PM,"dine-in,delivery,takeout"
381,KFC #381,KFC,6771 Hillcrest Ave,Oklahoma City,OK,73172,35.461772,-97.475057,(738) 582-1920,24 Hours,"drive-thru,dine-in,takeout"
382,Taco Bell #382,Taco Bell,6709 Park Blvd,Las Vegas,NV,89177,36.126462,-115.118843,(899) 229-3846,9:00 AM - 11:00 PM,"dine-in,delivery,takeout"
383,Pizza Hut #383,Pizza Hut,7578 Broadway,Portland,OR,97256,45.548898,-122.703451,(973) 480-7035,11:00 AM - 11:00 PM,dine-in
384,Habit Burger #384,Habit Burger,600 Highland Dr,Memphis,TN,38157,35.163041,-90.086613,(387) 808-8308,10:00 AM - 10:00 PM,"drive-thru,dine-in"
385,KFC #385,KFC,2779 University Ave,Louisville,KY,40243,38.261388,-85.773524,(401) 491-1449,8:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
386,Taco Bell #386,Taco Bell,3611 College St,Atlanta,GA,30338,33.715291,-84.380774,(303) 893-4387,10:00 AM - 12:00 AM,dine-in
387,Pizza Hut #387,Pizza Hut,245 5th Ave,Miami,FL,33126,25.763028,-80.155337,(332) 815-1138,9:00 AM - 11:00 PM,"drive-thru,takeout"
388,Habit Burger #388,Habit Burger,4611 3rd Ave,Minneapolis,MN,55458,44.988634,-93.2207,(555) 670-5128,9:00 AM - 11:00 PM,"drive-thru,dine-in"
389,KFC #389,KFC,6606 Pine St,Tampa,FL,33623,27.930815,-82.455136,(330) 723-7131,24 Hours,"drive-thru,takeout"
390,Taco Bell #390,Taco Bell,1145 Central Ave,Detroit,MI,48245,42.311248,-83.08499,(485) 483-5278,10:00 AM - 12:00 AM,"dine-in,delivery,takeout"
391,Pizza Hut #391,Pizza Hut,1030 Industrial Pkwy,Los Angeles,CA,90086,34.017193,-118.217153,(906) 876-6236,10:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
392,Habit Burger #392,Habit Burger,4350 Harbor Blvd,New York,NY,10063,40.72834,-73.956253,(106) 597-1578,9:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
393,KFC #393,KFC,8859 River Rd,Chicago,IL,60670,41.900755,-87.657564,(605) 719-5918,10:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
394,Taco Bell #394,Taco Bell,4337 Hillcrest Ave,Houston,TX,77081,29.739778,-95.372722,(772) 896-6499,7:00 AM - 10:00 PM,"dine-in,delivery,takeout"
395,Pizza Hut #395,Pizza Hut,5131 3rd Ave,Phoenix,AZ,85052,33.433928,-112.049579,(855) 466-5817,11:00 AM - 11:00 PM,"dine-in,takeout"
396,Habit Burger #396,Habit Burger,9661 Pine St,Philadelphia,PA,19189,39.949654,-75.128561,(191) 683-4187,24 Hours,"dine-in,takeout"
397,KFC #397,KFC,4988 3rd Ave,San Antonio,TX,78216,29.46085,-98.505433,(782) 340-4281,6:00 AM - 12:00 AM,dine-in
398,Taco Bell #398,Taco Bell,7596 Park Blvd,San Diego,CA,92150,32.764419,-117.121815,(922) 997-2324,11:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
399,Pizza Hut #399,Pizza Hut,1050 Main St,Dallas,TX,75267,32.789803,-96.829318,(754) 414-3762,10:00 AM - 10:00 PM,"drive-thru,dine-in"
400,Habit Burger #400,Habit Burger,2220 Lake Rd,San Jose,CA,95165,37.366721,-121.858325,(956) 613-8029,11:00 AM - 11:00 PM,dine-in
401,KFC #401,KFC,6212 Main St,Austin,TX,78751,30.217667,-97.739722,(788) 395-1293,6:00 AM - 11:00 PM,"dine-in,delivery,takeout"
402,Taco Bell #402,Taco Bell,5213 Park Blvd,Jacksonville,FL,32223,30.304827,-81.618001,(326) 715-6015,10:00 AM - 10:00 PM,"dine-in,takeout"
403,Pizza Hut #403,Pizza Hut,4864 4th St,Fort Worth,TX,76176,32.787884,-97.35098,(769) 736-6535,8:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
404,Habit Burger #404,Habit Burger,5985 Commerce Blvd,Columbus,OH,43234,39.945473,-82.958662,(432) 613-1313,9:00 AM - 11:00 PM,"dine-in,delivery,takeout"
405,KFC #405,KFC,459 Pine St,Charlotte,NC,28274,35.249817,-80.879979,(282) 326-7006,6:00 AM - 11:00 PM,dine-in
406,Taco Bell #406,Taco Bell,8861 Lake Rd,Indianapolis,IN,46216,39.806054,-86.182521,(469) 249-2771,6:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
407,Pizza Hut #407,Pizza Hut,6330 Elm St,San Francisco,CA,94180,37.793875,-122.427722,(944) 685-3508,9:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
408,Habit Burger #408,Habit Burger,8624 Sunset Blvd,Seattle,WA,98189,47.586312,-122.315934,(989) 917-3247,8:00 AM - 10:00 PM,"dine-in,takeout"
409,KFC #409,KFC,4731 Elm St,Denver,CO,80223,39.740358,-104.97853,(807) 403-4272,10:00 AM - 12:00 AM,"dine-in,delivery,takeout"
410,Taco Bell #410,Taco Bell,2727 Broadway,Nashville,TN,37280,36.148492,-86.790624,(377) 412-8875,6:00 AM - 12:00 AM,"dine-in,delivery,takeout"
411,Pizza Hut #411,Pizza Hut,1909 University Ave,Oklahoma City,OK,73183,35.417874,-97.499237,(737) 352-2475,24 Hours,"dine-in,takeout"
412,Habit Burger #412,Habit Burger,4292 River Rd,Las Vegas,NV,89139,36.192256,-115.179671,(897) 503-5327,11:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
413,KFC #413,KFC,746 College St,Portland,OR,97247,45.475181,-122.71093,(975) 893-6123,8:00 AM - 10:00 PM,"dine-in,takeout"
414,Taco Bell #414,Taco Bell,851 Main St,Memphis,TN,38127,35.109,-90.02318,(382) 536-6857,11:00 AM - 11:00 PM,"drive-thru,takeout"
415,Pizza Hut #415,Pizza Hut,5715 Washington Ave,Louisville,KY,40224,38.290548,-85.799205,(406) 609-8479,10:00 AM - 12:00 AM,dine-in
416,Habit Burger #416,Habit Burger,7009 River Rd,Atlanta,GA,30331,33.76799,-84.390175,(301) 335-1960,10:00 AM - 10:00 PM,"dine-in,takeout"
417,KFC #417,KFC,9421 Spring St,Miami,FL,33166,25.753303,-80.182725,(332) 825-7221,6:00 AM - 12:00 AM,"drive-thru,dine-in,delivery"
418,Taco Bell #418,Taco Bell,2240 5th Ave,Minneapolis,MN,55472,45.014058,-93.227005,(551) 621-8220,6:00 AM - 11:00 PM,"dine-in,takeout"
419,Pizza Hut #419,Pizza Hut,8698 Commerce Blvd,Tampa,FL,33683,27.926761,-82.475776,(339) 429-6542,24 Hours,"dine-in,takeout"
420,Habit Burger #420,Habit Burger,7995 1st Ave,Detroit,MI,48294,42.324685,-83.023135,(486) 352-1894,6:00 AM - 11:00 PM,"drive-thru,dine-in,takeout"
421,KFC #421,KFC,8223 College St,Los Angeles,CA,90031,34.052757,-118.246771,(901) 969-9055,6:00 AM - 12:00 AM,"dine-in,delivery,takeout"
422,Taco Bell #422,Taco Bell,8405 Highland Dr,New York,NY,10080,40.695889,-74.028184,(106) 612-4850,7:00 AM - 10:00 PM,"drive-thru,dine-in"
423,Pizza Hut #423,Pizza Hut,1542 College St,Chicago,IL,60673,41.872519,-87.622497,(607) 523-2944,11:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
424,Habit Burger #424,Habit Burger,9228 Cedar Ln,Houston,TX,77010,29.720664,-95.378566,(771) 818-5990,24 Hours,"dine-in,delivery,takeout"
425,KFC #425,KFC,5684 1st Ave,Phoenix,AZ,85016,33.46386,-112.078379,(853) 665-6439,24 Hours,"drive-thru,dine-in"
426,Taco Bell #426,Taco Bell,7514 Elm St,Philadelphia,PA,19122,39.974266,-75.178871,(193) 202-6592,6:00 AM - 12:00 AM,"drive-thru,takeout"
427,Pizza Hut #427,Pizza Hut,1841 Broadway,San Antonio,TX,78231,29.428869,-98.506211,(787) 343-7704,7:00 AM - 10:00 PM,"drive-thru,takeout"
428,Habit Burger #428,Habit Burger,6537 Market St,San Diego,CA,92168,32.726785,-117.192346,(923) 933-6536,7:00 AM - 10:00 PM,dine-in
429,KFC #429,KFC,9747 Elm St,Dallas,TX,75267,32.73135,-96.783676,(757) 874-9260,10:00 AM - 10:00 PM,"drive-thru,dine-in"
430,Taco Bell #430,Taco Bell,9164 Harbor Blvd,San Jose,CA,95165,37.288634,-121.862679,(959) 694-9328,10:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
431,Pizza Hut #431,Pizza Hut,6447 Spring St,Austin,TX,78786,30.290249,-97.780262,(789) 529-9259,8:00 AM - 10:00 PM,dine-in
432,Habit Burger #432,Habit Burger,4167 Sunset Blvd,Jacksonville,FL,32260,30.38015,-81.614109,(325) 501-8419,10:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
433,KFC #433,KFC,8493 Lincoln Ave,Fort Worth,TX,76199,32.746775,-97.310799,(768) 521-4560,9:00 AM - 11:00 PM,"dine-in,delivery,takeout"
434,Taco Bell #434,Taco Bell,5757 Harbor Blvd,Columbus,OH,43296,39.973617,-83.019742,(432) 927-3913,24 Hours,"dine-in,takeout,delivery,drive-thru"
435,Pizza Hut #435,Pizza Hut,9312 5th Ave,Charlotte,NC,28284,35.248135,-80.817022,(289) 883-7839,24 Hours,"drive-thru,takeout"
436,Habit Burger #436,Habit Burger,309 Maple Dr,Indianapolis,IN,46223,39.806148,-86.165861,(460) 590-3381,6:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
437,KFC #437,KFC,2736 Lincoln Ave,San Francisco,CA,94197,37.74489,-122.394381,(944) 349-2016,10:00 AM - 12:00 AM,"dine-in,delivery,takeout"
438,Taco Bell #438,Taco Bell,7515 Elm St,Seattle,WA,98188,47.631559,-122.378869,(988) 429-7371,9:00 AM - 11:00 PM,"drive-thru,takeout"
439,Pizza Hut #439,Pizza Hut,6351 2nd St,Denver,CO,80263,39.758494,-105.035602,(805) 765-1881,6:00 AM - 11:00 PM,"drive-thru,takeout"
440,Habit Burger #440,Habit Burger,7359 University Ave,Nashville,TN,37238,36.133009,-86.744715,(375) 973-9955,9:00 AM - 11:00 PM,"dine-in,delivery,takeout"
441,KFC #441,KFC,1320 Washington Ave,Oklahoma City,OK,73132,35.447018,-97.548657,(738) 322-7180,6:00 AM - 11:00 PM,dine-in
442,Taco Bell #442,Taco Bell,2736 Pine St,Las Vegas,NV,89142,36.147811,-115.163376,(890) 538-8640,10:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
443,Pizza Hut #443,Pizza Hut,933 Commerce Blvd,Portland,OR,97290,45.48057,-122.696137,(979) 877-5934,11:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
444,Habit Burger #444,Habit Burger,8708 Highland Dr,Memphis,TN,38133,35.106788,-90.028232,(388) 269-9276,10:00 AM - 10:00 PM,dine-in
445,KFC #445,KFC,5824 Highland Dr,Louisville,KY,40237,38.257008,-85.768158,(405) 539-6911,10:00 AM - 12:00 AM,"dine-in,delivery,takeout"
446,Taco Bell #446,Taco Bell,7880 Cedar Ln,Atlanta,GA,30393,33.794031,-84.376172,(300) 317-6668,11:00 AM - 11:00 PM,"dine-in,delivery,takeout"
447,Pizza Hut #447,Pizza Hut,4094 Broadway,Miami,FL,33197,25.80215,-80.18043,(335) 590-2857,8:00 AM - 10:00 PM,"drive-thru,takeout"
448,Habit Burger #448,Habit Burger,8568 University Ave,Minneapolis,MN,55457,44.981824,-93.286717,(558) 720-8300,11:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
449,KFC #449,KFC,5348 Maple Dr,Tampa,FL,33620,27.930243,-82.442047,(331) 371-9814,24 Hours,"drive-thru,dine-in,delivery"
450,Taco Bell #450,Taco Bell,3592 College St,Detroit,MI,48297,42.344093,-83.074722,(486) 306-4368,24 Hours,dine-in
451,Pizza Hut #451,Pizza Hut,2619 Main St,Los Angeles,CA,90068,34.066856,-118.199725,(905) 238-2433,7:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
452,Habit Burger #452,Habit Burger,1254 Pine St,New York,NY,10039,40.680599,-74.030809,(104) 617-7357,11:00 AM - 11:00 PM,dine-in
453,KFC #453,KFC,2038 Cedar Ln,Chicago,IL,60610,41.871403,-87.678111,(609) 264-1745,7:00 AM - 10:00 PM,"dine-in,takeout,delivery,drive-thru"
454,Taco Bell #454,Taco Bell,5037 Lake Rd,Houston,TX,77021,29.803205,-95.409186,(774) 983-8170,8:00 AM - 10:00 PM,dine-in
455,Pizza Hut #455,Pizza Hut,2661 Cedar Ln,Phoenix,AZ,85038,33.480612,-112.120918,(852) 964-7406,24 Hours,"drive-thru,takeout"
456,Habit Burger #456,Habit Burger,6213 Main St,Philadelphia,PA,19180,39.998613,-75.200792,(198) 344-3019,6:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
457,KFC #457,KFC,9070 Oak Ave,San Antonio,TX,78249,29.431372,-98.504192,(783) 966-6633,9:00 AM - 11:00 PM,dine-in
458,Taco Bell #458,Taco Bell,2433 Washington Ave,San Diego,CA,92133,32.756263,-117.125954,(923) 831-5140,9:00 AM - 11:00 PM,"dine-in,takeout"
459,Pizza Hut #459,Pizza Hut,991 College St,Dallas,TX,75280,32.744836,-96.767034,(757) 860-2198,10:00 AM - 12:00 AM,"dine-in,takeout"
460,Habit Burger #460,Habit Burger,9612 5th Ave,San Jose,CA,95152,37.313269,-121.916558,(955) 331-4842,7:00 AM - 10:00 PM,"drive-thru,takeout"
461,KFC #461,KFC,5306 5th Ave,Austin,TX,78767,30.279152,-97.703088,(785) 831-6008,10:00 AM - 10:00 PM,"dine-in,takeout,delivery,drive-thru"
462,Taco Bell #462,Taco Bell,2862 Main St,Jacksonville,FL,32250,30.36297,-81.609834,(323) 426-8145,10:00 AM - 12:00 AM,"dine-in,takeout,delivery,drive-thru"
463,Pizza Hut #463,Pizza Hut,7963 4th St,Fort Worth,TX,76167,32.718931,-97.307503,(765) 993-6004,11:00 AM - 11:00 PM,"dine-in,takeout"
464,Habit Burger #464,Habit Burger,4697 College St,Columbus,OH,43227,39.928777,-82.988137,(438) 401-5312,7:00 AM - 10:00 PM,"dine-in,takeout"
465,KFC #465,KFC,611 University Ave,Charlotte,NC,28284,35.266311,-80.808141,(289) 614-4485,6:00 AM - 11:00 PM,"drive-thru,takeout"
466,Taco Bell #466,Taco Bell,7834 River Rd,Indianapolis,IN,46229,39.772747,-86.108227,(465) 601-4658,10:00 AM - 12:00 AM,"drive-thru,dine-in,takeout"
467,Pizza Hut #467,Pizza Hut,6600 1st Ave,San Francisco,CA,94174,37.77137,-122.418359,(940) 878-4913,10:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
468,Habit Burger #468,Habit Burger,9370 Spring St,Seattle,WA,98128,47.600822,-122.364185,(987) 567-1662,9:00 AM - 11:00 PM,"drive-thru,dine-in"
469,KFC #469,KFC,3934 Broadway,Denver,CO,80295,39.712375,-105.013864,(803) 730-6918,8:00 AM - 10:00 PM,"drive-thru,dine-in"
470,Taco Bell #470,Taco Bell,753 River Rd,Nashville,TN,37251,36.20449,-86.743445,(371) 920-9542,10:00 AM - 12:00 AM,"drive-thru,takeout"
471,Pizza Hut #471,Pizza Hut,6271 River Rd,Oklahoma City,OK,73158,35.475463,-97.509384,(735) 801-2275,24 Hours,"drive-thru,takeout"
472,Habit Burger #472,Habit Burger,8560 2nd St,Las Vegas,NV,89155,36.157533,-115.099076,(895) 698-8898,6:00 AM - 11:00 PM,"drive-thru,dine-in,takeout"
473,KFC #473,KFC,8530 River Rd,Portland,OR,97245,45.50919,-122.705401,(973) 353-4062,10:00 AM - 10:00 PM,"dine-in,takeout,delivery,drive-thru"
474,Taco Bell #474,Taco Bell,3873 3rd Ave,Memphis,TN,38152,35.159702,-90.017304,(381) 693-8844,11:00 AM - 11:00 PM,"dine-in,delivery,takeout"
475,Pizza Hut #475,Pizza Hut,6832 Main St,Louisville,KY,40241,38.261779,-85.743774,(400) 330-3639,10:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
476,Habit Burger #476,Habit Burger,2825 Sunset Blvd,Atlanta,GA,30333,33.78808,-84.423313,(308) 615-1305,10:00 AM - 12:00 AM,"dine-in,takeout"
477,KFC #477,KFC,7823 College St,Miami,FL,33171,25.733359,-80.181147,(332) 424-7730,10:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
478,Taco Bell #478,Taco Bell,2847 Hillcrest Ave,Minneapolis,MN,55497,44.990121,-93.26392,(555) 664-2127,9:00 AM - 11:00 PM,dine-in
479,Pizza Hut #479,Pizza Hut,3415 Maple Dr,Tampa,FL,33674,27.939146,-82.496343,(336) 353-2577,10:00 AM - 10:00 PM,"drive-thru,dine-in"
480,Habit Burger #480,Habit Burger,8806 Maple Dr,Detroit,MI,48225,42.371561,-83.035819,(481) 693-3135,24 Hours,"drive-thru,dine-in,delivery"
481,KFC #481,KFC,7169 Maple Dr,Los Angeles,CA,90063,34.091897,-118.216213,(905) 244-9680,8:00 AM - 10:00 PM,"dine-in,delivery,takeout"
482,Taco Bell #482,Taco Bell,6346 1st Ave,New York,NY,10085,40.756642,-74.007788,(109) 300-7971,10:00 AM - 10:00 PM,"drive-thru,takeout"
483,Pizza Hut #483,Pizza Hut,1473 Lincoln Ave,Chicago,IL,60686,41.875814,-87.656549,(608) 618-5223,9:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
484,Habit Burger #484,Habit Burger,9569 Maple Dr,Houston,TX,77025,29.781315,-95.340858,(778) 207-7144,9:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
485,KFC #485,KFC,7080 River Rd,Phoenix,AZ,85084,33.439285,-112.113342,(854) 467-9783,8:00 AM - 10:00 PM,"dine-in,takeout,delivery,drive-thru"
486,Taco Bell #486,Taco Bell,6611 Commerce Blvd,Philadelphia,PA,19136,39.963788,-75.11602,(196) 765-8904,10:00 AM - 10:00 PM,"dine-in,takeout,delivery,drive-thru"
487,Pizza Hut #487,Pizza Hut,5124 Pine St,San Antonio,TX,78254,29.430009,-98.495224,(786) 953-3262,7:00 AM - 10:00 PM,"dine-in,delivery,takeout"
488,Habit Burger #488,Habit Burger,2750 Elm St,San Diego,CA,92137,32.710359,-117.141169,(928) 610-6544,24 Hours,"drive-thru,dine-in,delivery"
